Server,CPU,RAM,Network,Date,Time
172.17.0.2,10.4,21.79,0.06,2024-11-04,07:14:01
172.17.0.3,100,21.79,0.06,2024-11-04,07:14:03
172.17.0.8,100,21.79,0.06,2024-11-04,07:14:10
172.17.0.7,100,21.79,0.06,2024-11-04,07:14:12
172.17.0.6,0.8,21.79,0.06,2024-11-04,07:14:14
172.17.0.5,3.3,21.83,0.06,2024-11-04,07:14:15
172.17.0.4,4.1,21.87,0.06,2024-11-04,07:14:17
172.17.0.2,100,21.83,0.06,2024-11-04,07:14:19
172.17.0.3,100,21.82,0.06,2024-11-04,07:14:20
172.17.0.8,100,21.82,0.06,2024-11-04,07:14:26
172.17.0.7,0.8,21.81,0.06,2024-11-04,07:14:28
172.17.0.6,4.9,21.82,0.06,2024-11-04,07:14:29
172.17.0.5,2.5,21.81,0.06,2024-11-04,07:14:31
172.17.0.4,100,21.81,0.06,2024-11-04,07:14:33
172.17.0.2,100,21.78,0.06,2024-11-04,07:14:34
172.17.0.3,2.4,21.78,0.06,2024-11-04,07:14:36
172.17.0.8,100,21.79,0.06,2024-11-04,07:14:43
172.17.0.7,100,21.79,0.06,2024-11-04,07:14:45
172.17.0.6,100,21.79,0.06,2024-11-04,07:14:47
172.17.0.5,0.8,21.79,0.06,2024-11-04,07:14:48
172.17.0.4,100,21.81,0.06,2024-11-04,07:14:50
172.17.0.2,1.6,21.83,0.06,2024-11-04,07:14:52
172.17.0.3,100,21.82,0.06,2024-11-04,07:14:53
172.17.0.8,0.8,21.83,0.06,2024-11-04,07:14:59
172.17.0.7,100,21.83,0.06,2024-11-04,07:15:01
172.17.0.6,4.2,21.81,0.06,2024-11-04,07:15:02
172.17.0.5,0.8,21.82,0.06,2024-11-04,07:15:04
172.17.0.4,100,21.79,0.06,2024-11-04,07:15:05
172.17.0.2,100,21.78,0.06,2024-11-04,07:15:07
172.17.0.3,100,21.78,0.06,2024-11-04,07:15:09
172.17.0.8,1.6,21.79,0.06,2024-11-04,07:15:16
172.17.0.7,0.8,21.76,0.06,2024-11-04,07:15:18
172.17.0.6,100,21.77,0.06,2024-11-04,07:15:19
172.17.0.5,0.8,21.76,0.06,2024-11-04,07:15:21
172.17.0.4,0.8,21.74,0.06,2024-11-04,07:15:23
172.17.0.2,100,21.78,0.06,2024-11-04,07:15:24
172.17.0.3,100,21.78,0.06,2024-11-04,07:15:26
172.17.0.8,100,21.77,0.06,2024-11-04,07:15:32
172.17.0.7,1.6,21.77,0.06,2024-11-04,07:15:33
172.17.0.6,4.9,21.78,0.06,2024-11-04,07:15:35
172.17.0.5,0.8,21.76,0.06,2024-11-04,07:15:37
172.17.0.4,0.8,21.77,0.06,2024-11-04,07:15:38
172.17.0.2,100,21.78,0.06,2024-11-04,07:15:40
172.17.0.3,0.8,21.78,0.06,2024-11-04,07:15:42
172.17.0.8,0.8,21.81,0.06,2024-11-04,07:15:49
172.17.0.7,100,21.81,0.06,2024-11-04,07:15:51
172.17.0.6,0.8,21.79,0.06,2024-11-04,07:15:52
172.17.0.5,100,21.77,0.06,2024-11-04,07:15:54
172.17.0.4,21.6,21.82,0.06,2024-11-04,07:15:56
172.17.0.2,100,21.81,0.06,2024-11-04,07:15:57
172.17.0.3,100,21.82,0.06,2024-11-04,07:15:59
172.17.0.8,100,21.82,0.06,2024-11-04,07:16:05
172.17.0.7,0.8,21.82,0.06,2024-11-04,07:16:06
172.17.0.6,9.6,21.78,0.06,2024-11-04,07:16:08
172.17.0.5,100,21.81,0.06,2024-11-04,07:16:10
172.17.0.4,100,21.79,0.06,2024-11-04,07:16:11
172.17.0.2,4.1,21.82,0.06,2024-11-04,07:16:13
172.17.0.3,100,21.84,0.06,2024-11-04,07:16:15
172.17.0.8,100,21.79,0.06,2024-11-04,07:16:22
172.17.0.7,5.7,21.82,0.06,2024-11-04,07:16:24
172.17.0.6,100,21.82,0.06,2024-11-04,07:16:25
172.17.0.5,1.6,21.83,0.06,2024-11-04,07:16:27
172.17.0.4,8,21.82,0.06,2024-11-04,07:16:29
172.17.0.2,100,21.79,0.06,2024-11-04,07:16:30
172.17.0.3,100,21.82,0.06,2024-11-04,07:16:32
172.17.0.8,0.8,22.02,0.06,2024-11-04,07:16:38
172.17.0.7,100,22.06,0.06,2024-11-04,07:16:39
172.17.0.6,100,22.07,0.06,2024-11-04,07:16:41
172.17.0.5,100,22.03,0.06,2024-11-04,07:16:42
172.17.0.4,100,22.00,0.06,2024-11-04,07:16:44
172.17.0.2,100,22.02,0.06,2024-11-04,07:16:46
172.17.0.3,100,21.98,0.06,2024-11-04,07:16:47
172.17.0.8,100,21.97,0.06,2024-11-04,07:16:53
172.17.0.7,8.9,22.00,0.06,2024-11-04,07:16:56
172.17.0.6,100,22.03,0.06,2024-11-04,07:16:58
172.17.0.5,100,22.02,0.06,2024-11-04,07:17:00
172.17.0.4,1.6,22.03,0.06,2024-11-04,07:17:01
172.17.0.2,100,22.00,0.06,2024-11-04,07:17:03
172.17.0.3,100,22.03,0.06,2024-11-04,07:17:05
172.17.0.8,0.8,22.01,0.06,2024-11-04,07:17:10
172.17.0.7,100,22.02,0.06,2024-11-04,07:17:12
172.17.0.6,8.2,22.01,0.06,2024-11-04,07:17:14
172.17.0.5,100,22.00,0.06,2024-11-04,07:17:15
172.17.0.4,0.8,21.98,0.06,2024-11-04,07:17:17
172.17.0.2,100,22.02,0.06,2024-11-04,07:17:18
172.17.0.3,100,22.02,0.06,2024-11-04,07:17:20
172.17.0.8,100,22.01,0.06,2024-11-04,07:17:26
172.17.0.7,100,22.02,0.06,2024-11-04,07:17:27
172.17.0.6,5,22.02,0.06,2024-11-04,07:17:31
172.17.0.5,0.8,22.01,0.06,2024-11-04,07:17:32
172.17.0.4,100,22.01,0.06,2024-11-04,07:17:34
172.17.0.2,100,22.01,0.06,2024-11-04,07:17:36
172.17.0.3,100,22.10,0.06,2024-11-04,07:17:37
172.17.0.8,100,22.06,0.06,2024-11-04,07:17:43
172.17.0.7,100,22.09,0.06,2024-11-04,07:17:44
172.17.0.6,100,22.07,0.06,2024-11-04,07:17:46
172.17.0.5,100,22.07,0.06,2024-11-04,07:17:48
172.17.0.4,100,22.09,0.06,2024-11-04,07:17:49
172.17.0.2,5,22.05,0.06,2024-11-04,07:17:51
172.17.0.3,100,22.03,0.06,2024-11-04,07:17:53
172.17.0.8,12.2,22.09,0.06,2024-11-04,07:17:58
172.17.0.7,100,22.06,0.06,2024-11-04,07:18:00
172.17.0.6,100,22.05,0.02,2024-11-04,07:18:03
172.17.0.5,22.5,22.05,0.06,2024-11-04,07:18:05
172.17.0.4,100,22.07,0.06,2024-11-04,07:18:07
172.17.0.2,100,22.07,0.06,2024-11-04,07:18:08
172.17.0.3,10.6,22.07,0.06,2024-11-04,07:18:10
172.17.0.8,0.8,22.05,0.06,2024-11-04,07:18:16
172.17.0.7,100,22.07,0.06,2024-11-04,07:18:17
172.17.0.6,100,22.09,0.06,2024-11-04,07:18:19
172.17.0.5,100,22.09,0.06,2024-11-04,07:18:21
172.17.0.4,100,22.06,0.13,2024-11-04,07:18:22
172.17.0.2,100,22.05,0.06,2024-11-04,07:18:24
172.17.0.3,100,22.10,0.06,2024-11-04,07:18:26
172.17.0.8,100,22.11,0.06,2024-11-04,07:18:31
172.17.0.7,100,22.10,0.06,2024-11-04,07:18:33
172.17.0.6,100,22.10,0.06,2024-11-04,07:18:35
172.17.0.5,5.8,22.07,0.02,2024-11-04,07:18:38
172.17.0.4,100,22.07,0.06,2024-11-04,07:18:40
172.17.0.2,100,22.09,0.06,2024-11-04,07:18:42
172.17.0.3,11.6,22.07,0.06,2024-11-04,07:18:43
172.17.0.8,100,22.10,0.06,2024-11-04,07:18:49
172.17.0.7,0.8,22.07,0.06,2024-11-04,07:18:51
172.17.0.6,100,22.05,0.06,2024-11-04,07:18:52
172.17.0.5,100,22.07,0.06,2024-11-04,07:18:54
172.17.0.4,0.8,22.05,0.06,2024-11-04,07:18:56
172.17.0.2,100,22.07,0.06,2024-11-04,07:18:57
172.17.0.3,100,22.09,0.06,2024-11-04,07:18:59
172.17.0.8,0.8,22.09,0.06,2024-11-04,07:19:04
172.17.0.7,100,22.09,0.06,2024-11-04,07:19:06
172.17.0.6,100,22.10,0.06,2024-11-04,07:19:08
172.17.0.5,2.5,22.12,0.06,2024-11-04,07:19:09
172.17.0.4,100,22.15,0.06,2024-11-04,07:19:13
172.17.0.2,100,22.09,0.06,2024-11-04,07:19:14
172.17.0.3,7.4,22.12,0.06,2024-11-04,07:19:16
172.17.0.8,100,22.10,0.06,2024-11-04,07:19:22
172.17.0.7,8.1,22.10,0.06,2024-11-04,07:19:23
172.17.0.6,3.3,22.12,0.06,2024-11-04,07:19:25
172.17.0.5,100,22.12,0.06,2024-11-04,07:19:27
172.17.0.4,9.6,22.12,0.06,2024-11-04,07:19:28
172.17.0.2,2.4,22.14,0.06,2024-11-04,07:19:30
172.17.0.3,0.8,22.12,0.06,2024-11-04,07:19:32
172.17.0.8,100,22.16,0.06,2024-11-04,07:19:37
172.17.0.7,100,22.15,0.06,2024-11-04,07:19:39
172.17.0.6,1.6,22.12,0.06,2024-11-04,07:19:40
172.17.0.5,100,22.16,0.06,2024-11-04,07:19:42
172.17.0.4,100,22.16,0.06,2024-11-04,07:19:44
172.17.0.2,3.2,22.14,0.06,2024-11-04,07:19:47
172.17.0.3,100,22.15,0.06,2024-11-04,07:19:49
172.17.0.8,100,22.12,0.06,2024-11-04,07:19:55
172.17.0.7,100,22.10,0.06,2024-11-04,07:19:56
172.17.0.6,9.8,22.14,0.06,2024-11-04,07:19:58
172.17.0.5,100,22.11,0.06,2024-11-04,07:20:00
172.17.0.4,1.6,22.15,0.06,2024-11-04,07:20:01
172.17.0.2,8.2,22.15,0.06,2024-11-04,07:20:03
172.17.0.3,100,22.12,0.06,2024-11-04,07:20:05
172.17.0.8,7.3,22.14,0.06,2024-11-04,07:20:10
172.17.0.7,100,22.15,0.06,2024-11-04,07:20:12
172.17.0.6,11.4,22.15,0.06,2024-11-04,07:20:14
172.17.0.5,8.9,22.14,0.06,2024-11-04,07:20:15
172.17.0.4,0.8,22.12,0.06,2024-11-04,07:20:17
172.17.0.2,3.3,22.10,0.02,2024-11-04,07:20:21
172.17.0.3,6.6,22.11,0.06,2024-11-04,07:20:22
172.17.0.8,3.3,22.10,0.06,2024-11-04,07:20:28
172.17.0.7,100,22.10,0.06,2024-11-04,07:20:30
172.17.0.6,100,22.11,0.06,2024-11-04,07:20:31
172.17.0.5,100,22.10,0.06,2024-11-04,07:20:33
172.17.0.4,100,22.10,0.06,2024-11-04,07:20:35
172.17.0.2,0.8,22.09,0.06,2024-11-04,07:20:36
172.17.0.3,100,22.14,0.06,2024-11-04,07:20:38
172.17.0.8,100,22.17,0.06,2024-11-04,07:20:43
172.17.0.7,100,22.14,0.06,2024-11-04,07:20:45
172.17.0.6,100,22.11,0.06,2024-11-04,07:20:47
172.17.0.5,100,22.36,0.06,2024-11-04,07:20:48
172.17.0.4,9.8,22.39,0.06,2024-11-04,07:20:50
172.17.0.2,100,22.35,0.06,2024-11-04,07:20:52
172.17.0.3,100,22.39,0.06,2024-11-04,07:20:55
172.17.0.8,100,22.43,0.06,2024-11-04,07:21:01
172.17.0.7,0.8,22.43,0.06,2024-11-04,07:21:03
172.17.0.6,100,22.43,0.06,2024-11-04,07:21:04
172.17.0.5,100,22.40,0.06,2024-11-04,07:21:06
172.17.0.4,100,22.39,0.06,2024-11-04,07:21:08
172.17.0.2,100,22.39,0.06,2024-11-04,07:21:09
172.17.0.3,100,22.35,0.06,2024-11-04,07:21:11
172.17.0.8,4.9,22.35,0.06,2024-11-04,07:21:16
172.17.0.7,100,22.33,0.06,2024-11-04,07:21:18
172.17.0.6,10.5,22.34,0.06,2024-11-04,07:21:20
172.17.0.5,100,22.33,0.06,2024-11-04,07:21:21
172.17.0.4,100,22.33,0.06,2024-11-04,07:21:23
172.17.0.2,4.2,22.38,0.06,2024-11-04,07:21:25
172.17.0.3,100,22.36,0.02,2024-11-04,07:21:29
172.17.0.8,0.8,22.36,0.06,2024-11-04,07:21:34
172.17.0.7,2.5,22.35,0.06,2024-11-04,07:21:36
172.17.0.6,0.8,22.36,0.06,2024-11-04,07:21:38
172.17.0.5,0.8,22.35,0.06,2024-11-04,07:21:39
172.17.0.4,100,22.31,0.06,2024-11-04,07:21:41
172.17.0.2,4.9,22.31,0.06,2024-11-04,07:21:43
172.17.0.3,100,22.29,0.06,2024-11-04,07:21:44
172.17.0.8,12.7,22.33,0.06,2024-11-04,07:21:50
172.17.0.7,100,22.31,0.06,2024-11-04,07:21:52
172.17.0.6,100,22.31,0.06,2024-11-04,07:21:53
172.17.0.5,3.4,22.30,0.06,2024-11-04,07:21:55
172.17.0.4,1.6,22.31,0.06,2024-11-04,07:21:57
172.17.0.2,100,22.31,0.06,2024-11-04,07:21:58
172.17.0.3,0.8,22.35,0.06,2024-11-04,07:22:00
172.17.0.8,0.8,22.26,0.06,2024-11-04,07:22:08
172.17.0.7,4,22.28,0.06,2024-11-04,07:22:09
172.17.0.6,1.6,22.26,0.06,2024-11-04,07:22:11
172.17.0.5,3.3,22.28,0.06,2024-11-04,07:22:13
172.17.0.4,100,22.28,0.06,2024-11-04,07:22:14
172.17.0.2,100,22.26,0.06,2024-11-04,07:22:16
172.17.0.3,100,22.26,0.06,2024-11-04,07:22:18
172.17.0.8,6.7,22.29,0.06,2024-11-04,07:22:23
172.17.0.7,100,22.31,0.06,2024-11-04,07:22:25
172.17.0.6,100,22.29,0.06,2024-11-04,07:22:27
172.17.0.5,100,22.29,0.06,2024-11-04,07:22:28
172.17.0.4,100,22.28,0.06,2024-11-04,07:22:30
172.17.0.2,100,22.29,0.06,2024-11-04,07:22:32
172.17.0.3,100,22.30,0.06,2024-11-04,07:22:33
172.17.0.8,100,22.34,0.06,2024-11-04,07:22:41
172.17.0.7,0.8,22.33,0.06,2024-11-04,07:22:43
172.17.0.6,100,22.33,0.06,2024-11-04,07:22:44
172.17.0.5,100,22.29,0.06,2024-11-04,07:22:46
172.17.0.4,2.4,22.29,0.06,2024-11-04,07:22:48
172.17.0.2,12.8,22.31,0.06,2024-11-04,07:22:49
172.17.0.3,100,22.30,0.06,2024-11-04,07:22:51
172.17.0.8,100,22.31,0.06,2024-11-04,07:22:57
172.17.0.7,0.8,22.30,0.06,2024-11-04,07:22:58
172.17.0.6,1.6,22.31,0.06,2024-11-04,07:23:00
172.17.0.5,0.8,22.30,0.06,2024-11-04,07:23:02
172.17.0.4,0.8,22.31,0.06,2024-11-04,07:23:03
172.17.0.2,100,22.29,0.06,2024-11-04,07:23:05
172.17.0.3,0.8,22.30,0.06,2024-11-04,07:23:07
172.17.0.8,0.8,22.30,0.06,2024-11-04,07:23:15
172.17.0.7,2.5,22.33,0.06,2024-11-04,07:23:16
172.17.0.6,3.3,22.36,0.06,2024-11-04,07:23:18
172.17.0.5,100,22.31,0.06,2024-11-04,07:23:19
172.17.0.4,1.6,22.33,0.06,2024-11-04,07:23:21
172.17.0.2,9.6,22.33,0.06,2024-11-04,07:23:23
172.17.0.3,0.8,22.30,0.06,2024-11-04,07:23:24
172.17.0.8,0.8,22.31,0.06,2024-11-04,07:23:30
172.17.0.7,100,22.29,0.06,2024-11-04,07:23:32
172.17.0.6,100,22.31,0.06,2024-11-04,07:23:33
172.17.0.5,100,22.28,0.06,2024-11-04,07:23:35
172.17.0.4,100,22.30,0.06,2024-11-04,07:23:37
172.17.0.2,4.1,22.30,0.06,2024-11-04,07:23:38
172.17.0.3,100,22.30,0.06,2024-11-04,07:23:40
172.17.0.8,100,22.31,0.06,2024-11-04,07:23:48
172.17.0.7,2.4,22.33,0.06,2024-11-04,07:23:49
172.17.0.6,7.3,22.31,0.06,2024-11-04,07:23:51
172.17.0.5,100,22.30,0.06,2024-11-04,07:23:53
172.17.0.4,100,22.28,0.06,2024-11-04,07:23:54
172.17.0.2,8.3,22.29,0.06,2024-11-04,07:23:56
172.17.0.3,100,22.30,0.06,2024-11-04,07:23:58
172.17.0.8,100,22.28,0.06,2024-11-04,07:24:03
172.17.0.7,100,22.24,0.06,2024-11-04,07:24:05
172.17.0.6,100,22.29,0.06,2024-11-04,07:24:07
172.17.0.5,100,22.29,0.06,2024-11-04,07:24:08
172.17.0.4,100,22.30,0.06,2024-11-04,07:24:10
172.17.0.2,0.8,22.29,0.06,2024-11-04,07:24:12
172.17.0.3,1.6,22.30,0.06,2024-11-04,07:24:13
172.17.0.8,0.8,22.26,0.02,2024-11-04,07:24:21
172.17.0.7,100,22.30,0.06,2024-11-04,07:24:23
172.17.0.6,8.8,22.33,0.06,2024-11-04,07:24:24
172.17.0.5,1.6,22.30,0.06,2024-11-04,07:24:26
172.17.0.4,0.8,22.30,0.06,2024-11-04,07:24:28
172.17.0.2,8,22.31,0.06,2024-11-04,07:24:29
172.17.0.3,100,22.34,0.06,2024-11-04,07:24:31
172.17.0.8,100,22.29,0.06,2024-11-04,07:24:37
172.17.0.7,4.1,22.26,0.06,2024-11-04,07:24:38
172.17.0.6,100,22.29,0.06,2024-11-04,07:24:40
172.17.0.5,2.5,22.31,0.06,2024-11-04,07:24:42
172.17.0.4,100,22.33,0.06,2024-11-04,07:24:43
172.17.0.2,1.6,22.33,0.06,2024-11-04,07:24:45
172.17.0.3,3.2,22.30,0.06,2024-11-04,07:24:47
172.17.0.8,2.4,22.26,0.06,2024-11-04,07:24:52
172.17.0.7,100,22.26,0.06,2024-11-04,07:24:56
172.17.0.6,12.8,22.30,0.06,2024-11-04,07:24:58
172.17.0.5,100,22.28,0.06,2024-11-04,07:24:59
172.17.0.4,0.8,22.26,0.06,2024-11-04,07:25:01
172.17.0.2,100,22.29,0.06,2024-11-04,07:25:03
172.17.0.3,100,22.30,0.06,2024-11-04,07:25:04
172.17.0.8,100,22.26,0.06,2024-11-04,07:25:10
172.17.0.7,0.8,22.26,0.06,2024-11-04,07:25:12
172.17.0.6,100,22.28,0.06,2024-11-04,07:25:13
172.17.0.5,100,22.29,0.06,2024-11-04,07:25:15
172.17.0.4,100,22.30,0.06,2024-11-04,07:25:17
172.17.0.2,100,22.31,0.06,2024-11-04,07:25:18
172.17.0.3,100,22.29,0.06,2024-11-04,07:25:20
172.17.0.8,100,22.34,0.06,2024-11-04,07:25:26
172.17.0.7,0.8,22.34,0.02,2024-11-04,07:25:29
172.17.0.6,100,22.34,0.06,2024-11-04,07:25:31
172.17.0.5,100,22.33,0.06,2024-11-04,07:25:33
172.17.0.4,100,22.35,0.06,2024-11-04,07:25:34
172.17.0.2,0.8,22.34,0.06,2024-11-04,07:25:36
172.17.0.3,100,22.34,0.06,2024-11-04,07:25:38
172.17.0.8,0.8,22.19,0.06,2024-11-04,07:25:43
172.17.0.7,100,22.19,0.06,2024-11-04,07:25:45
172.17.0.6,2.5,22.23,0.06,2024-11-04,07:25:47
172.17.0.5,100,22.19,0.06,2024-11-04,07:25:48
172.17.0.4,11.9,22.19,0.06,2024-11-04,07:25:50
172.17.0.2,100,22.20,0.06,2024-11-04,07:25:52
172.17.0.3,100,22.20,0.06,2024-11-04,07:25:53
172.17.0.8,0.8,22.19,0.06,2024-11-04,07:25:59
172.17.0.7,100,22.19,0.06,2024-11-04,07:26:01
172.17.0.6,100,22.20,0.06,2024-11-04,07:26:05
172.17.0.5,100,22.21,0.06,2024-11-04,07:26:06
172.17.0.4,16.8,22.72,0.06,2024-11-04,07:26:08
172.17.0.2,100,23.95,0.06,2024-11-04,07:26:10
172.17.0.3,1.7,24.04,0.06,2024-11-04,07:26:11
172.17.0.8,0.8,24.07,0.06,2024-11-04,07:26:17
172.17.0.7,7.4,24.16,0.06,2024-11-04,07:26:18
172.17.0.6,100,24.13,0.06,2024-11-04,07:26:20
172.17.0.5,0.8,24.16,0.06,2024-11-04,07:26:22
172.17.0.4,100,24.21,0.06,2024-11-04,07:26:23
172.17.0.2,14.2,23.85,0.06,2024-11-04,07:26:25
172.17.0.3,100,23.86,0.06,2024-11-04,07:26:27
172.17.0.8,100,23.81,0.06,2024-11-04,07:26:32
172.17.0.7,100,23.85,0.06,2024-11-04,07:26:34
172.17.0.6,8.1,23.83,0.02,2024-11-04,07:26:38
172.17.0.5,100,23.84,0.06,2024-11-04,07:26:40
172.17.0.4,100,23.85,0.06,2024-11-04,07:26:41
172.17.0.2,3.3,23.88,0.06,2024-11-04,07:26:43
172.17.0.3,5.8,23.84,0.06,2024-11-04,07:26:44
172.17.0.8,26.4,23.86,0.06,2024-11-04,07:26:50
172.17.0.7,10,23.84,0.06,2024-11-04,07:26:52
172.17.0.6,100,23.83,0.06,2024-11-04,07:26:53
172.17.0.5,5,23.83,0.06,2024-11-04,07:26:55
172.17.0.4,1.7,23.80,0.06,2024-11-04,07:26:57
172.17.0.2,100,23.79,0.06,2024-11-04,07:26:58
172.17.0.3,5.7,23.84,0.06,2024-11-04,07:27:00
172.17.0.8,100,23.81,0.06,2024-11-04,07:27:06
172.17.0.7,1.6,23.75,0.06,2024-11-04,07:27:07
172.17.0.6,100,23.80,0.06,2024-11-04,07:27:09
172.17.0.5,100,23.83,0.02,2024-11-04,07:27:13
172.17.0.4,100,23.85,0.06,2024-11-04,07:27:14
172.17.0.2,0.8,23.84,0.06,2024-11-04,07:27:16
172.17.0.3,0.8,23.85,0.06,2024-11-04,07:27:18
172.17.0.8,100,23.75,0.06,2024-11-04,07:27:23
172.17.0.7,8.9,23.71,0.06,2024-11-04,07:27:25
172.17.0.6,100,23.70,0.06,2024-11-04,07:27:27
172.17.0.5,0.8,23.72,0.06,2024-11-04,07:27:28
172.17.0.4,1.7,23.76,0.06,2024-11-04,07:27:30
172.17.0.2,2.5,23.75,0.06,2024-11-04,07:27:32
172.17.0.3,0.8,23.76,0.06,2024-11-04,07:27:33
172.17.0.8,1.7,23.76,0.06,2024-11-04,07:27:39
172.17.0.7,0.8,23.76,0.06,2024-11-04,07:27:41
172.17.0.6,1.6,23.74,0.06,2024-11-04,07:27:42
172.17.0.5,19.2,23.74,0.06,2024-11-04,07:27:44
172.17.0.4,100,23.76,0.06,2024-11-04,07:27:48
172.17.0.2,100,23.74,0.06,2024-11-04,07:27:49
172.17.0.3,16.7,23.76,0.06,2024-11-04,07:27:51
172.17.0.8,100,23.76,0.06,2024-11-04,07:27:57
172.17.0.7,7.4,23.76,0.06,2024-11-04,07:27:58
172.17.0.6,100,23.76,0.06,2024-11-04,07:28:00
172.17.0.5,100,23.81,0.06,2024-11-04,07:28:02
172.17.0.4,4.1,23.79,0.06,2024-11-04,07:28:03
172.17.0.2,0.8,23.80,0.06,2024-11-04,07:28:05
172.17.0.3,100,23.79,0.06,2024-11-04,07:28:07
